,Name,Smiles
1037,Maprotiline,N(CCCC12CCC(c3c1cccc3)c1c2cccc1)C
1038,Mesoridazine,S1c2c(N(c3c1cccc3)CCC1N(CCCC1)C)cc(S(=O)C)cc2
1039,Tipranavir,S(=O)(=O)(Nc1cc(ccc1)[C@@H](CC)C=1C(=O)C[C@](OC=1O)(CCc1ccccc1)CCC)c1ncc(cc1)C(F)(F)F
1040,Methacycline,OC1=C2[C@H]([C@H](O)[C@@H]3[C@@]1(O)C(=O)C(C(=O)N)C(=O)[C@H]3N(C)C)C(c1c(C2=O)c(O)ccc1)=C
1041,Misoprostol,O=C1C[C@@H](O)[C@H](\C=C\CC(O)(CCCC)C)[C@H]1CCCCCCC(OC)=O
1042,Azacitidine,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1N1C=NC(=NC1=O)N
1043,Famotidine,s1cc(nc1N=C(N)N)CSCCC(N)=NS(=O)(=O)N
1044,Phenoxybenzamine,ClCCN(Cc1ccccc1)C(COc1ccccc1)C
1045,Cyclobenzaprine,N(CCC=C1c2c(C=Cc3c1cccc3)cccc2)(C)C
1046,Ceforanide,S1[C@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1CC(O)=O)C(=O)[C@H]2NC(=O)Cc1ccccc1CN
1047,Levosimendan,O=C1NN=C([C@@H](C1)C)c1ccc(NN=C(C#N)C#N)cc1
1048,Buprenorphine,O1[C@@H]2[C@]34[C@@]5([C@H](N(CC3)CC3CC3)Cc3c4c1c(O)cc3)C[C@H]([C@](O)(C(C)(C)C)C)[C@]2(OC)CC5
1049,Ketotifen,s1c2c(cc1)C(c1c(CC2=O)cccc1)=C1CCN(CC1)C
1050,Spectinomycin,O1[C@H]2[C@H](O[C@@H]3O[C@@H](CC(=O)[C@]13O)C)[C@@H](O)[C@H](NC)[C@H](O)[C@@H]2NC
1051,Almotriptan,S(=O)(=O)(N1CCCC1)Cc1cc2c([nH]cc2CCN(C)C)cc1
1052,Dinoprostone,O=C1C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@H]1C\C=C/CCCC(O)=O
1053,Metronidazole,OCCn1c(ncc1[N+](=O)[O-])C
1054,Amantadine,NC12CC3CC(C1)CC(C2)C3
1055,Phenformin,N(CCc1ccccc1)C(NC(N)=N)=N
1056,Anileridine,O(C(=O)C1(CCN(CC1)CCc1ccc(N)cc1)c1ccccc1)CC
1057,Repaglinide,O(CC)c1cc(ccc1C(O)=O)CC(=O)N[C@@H](CC(C)C)c1ccccc1N1CCCCC1
1058,Tinidazole,S(=O)(=O)(CCn1c(ncc1[N+](=O)[O-])C)CC
1059,Paricalcitol,O[C@@H]1CC(C[C@@H](O)C1)=C\C=C/1\[C@@H]2CC[C@H]([C@@H](\C=C\[C@@H](C(O)(C)C)C)C)[C@]2(CCC\1)C
1060,Zonisamide,S(=O)(=O)(N)Cc1noc2c1cccc2
1061,Quinidine,O(C)c1cc2c(nccc2[C@H](O)[C@@H]2N3C[C@@H]([C@H](C2)CC3)C=C)cc1
1062,Cocaine,O(C(=O)c1ccccc1)[C@H]1C[C@H]2N([C@H](CC2)[C@H]1C(OC)=O)C
1063,Tiagabine,s1ccc(C)c1C(=CCCN1C[C@@H](CCC1)C(O)=O)c1sccc1C
1064,Bimatoprost,O[C@H]1C[C@@H](O)[C@H](\C=C\[C@@H](O)CCc2ccccc2)[C@H]1C\C=C/CCCC(=O)NCC
1065,Ondansetron,O=C1c2c(n(c3c2cccc3)C)CCC1Cn1ccnc1C
1066,Ethacrynic acid,Clc1c(Cl)c(OCC(O)=O)ccc1C(=O)C(CC)=C
1067,Methdilazine,S1c2c(N(c3c1cccc3)CC1CCN(C1)C)cccc2
1068,Didanosine,O1[C@@H](CC[C@@H]1n1c2NC=NC(=O)c2nc1)CO
1069,Remifentanil,O(C(=O)C1(N(C(=O)CC)c2ccccc2)CCN(CC1)CCC(OC)=O)C
1070,Ethanol,OCC
1071,Triazolam,Clc1ccccc1C1=NCc2n(-c3c1cc(Cl)cc3)c(nn2)C
1072,Rimexolone,O=C1C=C2CCC3C([C@]2(C=C1)C)[C@@H](O)C[C@]1(C3C[C@@H](C)[C@@]1(C(=O)CC)C)C
1073,Testolactone,O1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CCC1=O)C
1074,Oxybuprocaine,O(CCCC)c1cc(ccc1N)C(OCCN(CC)CC)=O
1075,Sulfapyridine,S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1
1076,Dienestrol,Oc1ccc(cc1)C(C(=CC)c1ccc(O)cc1)=CC
1077,Granisetron,O=C(NC1CC2N(C(C1)CCC2)C)c1nn(c2c1cccc2)C
1078,Mechlorethamine,ClCCN(CCCl)C
1079,Bumetanide,S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O
1080,Pemirolast,O=C1N2C(=NC=C1c1nn[nH]n1)C(=CC=C2)C
1081,Risedronate,P(O)(O)(=O)C(P(O)(O)=O)(O)Cc1cccnc1
1082,Isosorbide Dinitrate,O1[C@H]2[C@H](OC[C@@H]2O[N+](=O)[O-])[C@H](O[N+](=O)[O-])C1
1083,Clomifene,ClC(=C(c1ccc(OCCN(CC)CC)cc1)c1ccccc1)c1ccccc1
1084,Quinapril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1Cc2c(C[C@H]1C(O)=O)cccc2)C)CCc1ccccc1
1085,Chlorothiazide,Clc1cc2NC=NS(=O)(=O)c2cc1S(=O)(=O)N
1086,Emtricitabine,S1C[C@H](O[C@H]1CO)N1C=C(F)C(=NC1=O)N
1087,Chlorhexidine,Clc1ccc(NC(NC(NCCCCCCNC(NC(Nc2ccc(Cl)cc2)=N)=N)=N)=N)cc1
1088,Sirolimus,O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@H](C[C@H]1C[C@@H](OC)[C@H](O)CC1)C
1089,Eprosartan,s1cccc1C\C(=C/c1n(Cc2ccc(cc2)C(O)=O)c(nc1)CCCC)\C(O)=O
1090,Flupentixol,S1C2C(C=C(C=C2)C(F)(F)F)C(c2c1cccc2)=CCCN1CCN(CC1)CCO
1091,Guaifenesin,O(CC(O)CO)c1ccccc1OC
1092,Loteprednol,ClCOC(=O)[C@@]1(O)CC[C@H]2[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@]12C
1093,Conivaptan,O=C(N1CCc2[nH]c(nc2-c2c1cccc2)C)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1
1094,Terbutaline,Oc1cc(cc(O)c1)C(O)CNC(C)(C)C
1095,Suprofen,s1cccc1C(=O)c1ccc(cc1)C(C(O)=O)C
1096,Dorzolamide,s1c2S(=O)(=O)[C@H](C[C@H](NCC)c2cc1S(=O)(=O)N)C
1097,Benzonatate,O(C(=O)c1ccc(NCCCC)cc1)CCOCCOCCOCCOCCOCCOCCOCCOCCOC
1098,Ritodrine,Oc1ccc(cc1)CCN[C@H]([C@H](O)c1ccc(O)cc1)C
1099,Alprenolol,O(CC(O)CNC(C)C)c1ccccc1CC=C
1100,Benzphetamine,N([C@H](Cc1ccccc1)C)(Cc1ccccc1)C
1101,Tacrolimus,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C
1102,Ranitidine,S(Cc1oc(cc1)CN(C)C)CCN\C(\NC)=C\[N+](=O)[O-]
1103,Vardenafil,S(=O)(=O)(N1CCN(CC1)CC)c1cc(C2=NC(=O)c3n(N2)c(nc3C)CCC)c(OCC)cc1
1104,Diflunisal,Fc1cc(F)ccc1-c1cc(C(O)=O)c(O)cc1
1105,Prednisolone,O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C
1106,Penicillamine,SC([C@@H](N)C(O)=O)(C)C
1107,Drostanolone,O=C1C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3[C@]2(C[C@H]1C)C)C
1108,Terbinafine,N(Cc1c2c(ccc1)cccc2)(C\C=C\C#CC(C)(C)C)C
1109,Chlorphenesin,Clc1ccc(OCC(O)CO)cc1
1110,Aminolevulinic acid,OC(=O)CCC(=O)CN
1111,Levorphanol,Oc1cc2[C@@]34[C@H]([C@H](N(CC3)C)Cc2cc1)CCCC4
1112,Temozolomide,O=C1n2c(N=NN1C)c(nc2)C(=O)N
1113,Pseudoephedrine,O[C@H]([C@@H](NC)C)c1ccccc1
1114,Dacarbazine,O=C(N)c1nc[nH]c1N=NN(C)C
1115,Perphenazine,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN1CCN(CC1)CCO
1116,Methylphenobarbital,O=C1N(C)C(=O)NC(=O)C1(CC)c1ccccc1
1117,Cysteamine,SCCN
1118,Flurandrenolide,F[C@@H]1C2=CC(=O)CC[C@@]2([C@@H]2[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]2O)C)(C)C)C1)C
1119,Clofazimine,Clc1ccc(N2C3=CC(=NC(C)C)C(Nc4ccc(Cl)cc4)=CC3=Nc3c2cccc3)cc1
1120,Nalbuphine,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CC[C@@H]2O)CC1CCC1
1121,Donepezil,O(C)c1cc2c(CC(CC3CCN(CC3)Cc3ccccc3)C2=O)cc1OC
1122,Oxazepam,Clc1cc2c(NC(=O)C(O)N=C2c2ccccc2)cc1
1123,Dobutamine,Oc1cc(ccc1O)CCNC(CCc1ccc(O)cc1)C
1124,Tolazamide,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(cc1)C
1125,Clocortolone,Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)CO)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C
1126,Progabide,Clc1ccc(cc1)/C(/NCCCC(=O)N)=C\1/C=C(F)C=CC/1=O
1127,Loperamide,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1
1128,Brompheniramine,Brc1ccc(cc1)C(CCN(C)C)c1ncccc1
1129,Mifepristone,O=C1CCC2=C3[C@H]([C@@H]4CC[C@@](O)(C#CC)[C@]4(C[C@@H]3c3ccc(N(C)C)cc3)C)CCC2=C1
1130,Cefaclor,ClC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
1131,Phensuximide,O=C1N(C)C(=O)CC1c1ccccc1
1132,Trifluoperazine,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C)cc(cc2)C(F)(F)F
1133,Phenmetrazine,O1CCNC(C)C1c1ccccc1
1134,Diazepam,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1
1135,Fosfomycin,P(O)(O)(=O)[C@H]1O[C@H]1C
1136,Cinoxacin,O1c2c(OC1)cc1N(N=C(C(O)=O)C(=O)c1c2)CC
1137,Natamycin,O1[C@H](C)[C@@H](O)[C@H](N)[C@H](O)C1O[C@H]1\C=C\C=C\C=C\C=C\C[C@H](OC(=O)\C=C\[C@H]2O[C@@H]2C[C@H](O)C[C@]2(O[C@@H](C1)[C@H](C(O)=O)[C@@H](O)C2)O)C
1138,Menthol,O[C@@H]1C[C@@H](CC[C@H]1C(C)C)C
1139,Enprofylline,O=C1NC(=O)N(c2nc[nH]c12)CCC
1140,Ethynodiol,O(C(=O)C)[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(=C[C@@H](OC(=O)C)CC4)CC3)CC[C@]12C)C#C
1141,Disulfiram,S(SC(=S)N(CC)CC)C(=S)N(CC)CC
1142,Carprofen,Clc1cc2c3c([nH]c2cc1)cc(cc3)C(C(O)=O)C
1143,Tadalafil,O1c2cc(ccc2OC1)[C@H]1N2[C@H](Cc3c1[nH]c1c3cccc1)C(=O)N(CC2=O)C
1144,Acetazolamide,s1c(nnc1S(=O)(=O)N)NC(=O)C
1145,Propofol,Oc1c(cccc1C(C)C)C(C)C
1146,Rosoxacin,O=C1c2c(N(C=C1C(O)=O)CC)cc(cc2)-c1ccncc1
1147,Orciprenaline,Oc1cc(cc(O)c1)C(O)CNC(C)C
1148,Sodium lauryl sulfate,S(OCCCCCCCCCCCC)(=O)(=O)[O-].[Na+]
1149,Meloxicam,s1c(cnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C)C
1150,Fentanyl,O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC
1151,Phenylbutazone,O=C1N(N(C(=O)C1CCCC)c1ccccc1)c1ccccc1
1152,Ribavirin,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1nc(nc1)C(=O)N
1153,Biperiden,OC(CCN1CCCCC1)(C1C2CC(C1)C=C2)c1ccccc1
1154,Tropicamide,OCC(C(=O)N(Cc1ccncc1)CC)c1ccccc1
1155,Indapamide,Clc1ccc(cc1S(=O)(=O)N)C(=O)NN1c2c(CC1C)cccc2
1156,Proparacaine,O(CCC)c1ccc(cc1N)C(OCCN(CC)CC)=O
1157,Pentoxifylline,O=C1N(CCCCC(=O)C)C(=O)N(c2ncn(c12)C)C
1158,Minaprine,O1CCN(CC1)CCNc1nnc(cc1C)-c1ccccc1
1159,Dicyclomine,O(C(=O)C1(CCCCC1)C1CCCCC1)CCN(CC)CC
1160,Colistin,O=C1N[C@@H](CC(C)C)C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC(CC)C)CCN)[C@H](O)C)CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]1CC(C)C
1161,Alfentanil,O=C1N(N=NN1CC)CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC
1162,Halazepam,Clc1cc2c(N(CC(F)(F)F)C(=O)CN=C2c2ccccc2)cc1
1163,Fenoldopam,Clc1c2c(cc(O)c1O)C(CNCC2)c1ccc(O)cc1
1164,Tazarotene,S1CCC(c2cc(ccc12)C#Cc1ncc(cc1)C(OCC)=O)(C)C
1165,Gentamicin,O1C(OC2C(O)C(OC3OCC(O)(C)C(NC)C3O)C(N)CC2N)C(N)CCC1C(NC)C
1166,Tolazoline,N1CCN=C1Cc1ccccc1
1167,Candesartan,O(CC)c1nc2c(n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)c(ccc2)C(O)=O
1168,Sulfasalazine,S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1
1169,Primidone,O=C1NCNC(=O)C1(CC)c1ccccc1
1170,Haloprogin,IC#CCOc1cc(Cl)c(Cl)cc1Cl
1171,Tripelennamine,n1ccccc1N(Cc1ccccc1)CCN(C)C
1172,Uracil mustard,ClCCN(CCCl)C1=CNC(=O)NC1=O
1173,Perindopril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C)CCC
1174,Gadopentetate dimeglumine,[Gd+3].OC(=O)CN(CCN(CCN(CC(=O)[O-])CC(O)=O)CC(=O)[O-])CC(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC
1175,Naproxen,O(C)c1cc2c(cc(cc2)[C@@H](C(O)=O)C)cc1
1176,Aciclovir,O=C1N=C(Nc2n(cnc12)COCCO)N
1177,Marimastat,O=C(N[C@@H](C(C)(C)C)C(=O)NC)[C@@H]([C@H](O)C(=O)NO)CC(C)C
1178,Mefenamic acid,OC(=O)c1ccccc1Nc1cccc(C)c1C
1179,Estradiol,Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C
1180,Propantheline,O1c2c(cccc2)C(c2c1cccc2)C(OCC[N+](C(C)C)(C(C)C)C)=O
1181,Polymyxin B Sulfate,O=C1NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(C(O)C)C(=O)NCCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCN)C(O)C)CCN)C(=O)NC(CCN)C(=O)NC1Cc1ccccc1
1182,Phenelzine,N(N)CCc1ccccc1
1183,Nalidixic Acid,O=C1c2ccc(nc2N(C=C1C(O)=O)CC)C
1184,Roxithromycin,O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=NOCOCCOC)[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C
1185,Propiomazine,S1c2c(N(c3c1cccc3)CC(N(C)C)C)cc(cc2)C(=O)CC
1186,Oxcarbazepine,O=C1Cc2c(N(c3c1cccc3)C(=O)N)cccc2
1187,Tirofiban,S(=O)(=O)(N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O)CCCC
1188,Hydroflumethiazide,S(=O)(=O)(N)c1cc2S(=O)(=O)NCNc2cc1C(F)(F)F
1189,Etoposide,O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O
1190,Malathion,S(P(=S)(OC)OC)C(CC(OCC)=O)C(OCC)=O
1191,Clidinium,O(C(=O)C(O)(c1ccccc1)c1ccccc1)C1C2CC[N+](C1)(CC2)C
1192,Alprostadil,O=C1C[C@@H](O)[C@H](C=C[C@@H](O)CCCCC)[C@H]1CCCCCCC(O)=O
1193,Hydrocortamate,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@]4(C[C@@H]3O)C)CCC2=C1)C
1194,Olopatadine,O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(O)=O)=C/CCN(C)C
1195,Clavulanate,O\1[C@H]2N([C@@H](C(O)=O)/C/1=C/CO)C(=O)C2
1196,Metyrosine,Oc1ccc(cc1)C[C@](N)(C(O)=O)C
1197,Mometasone,Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CCl)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C
1198,Methimazole,S=C1NC=CN1C
1199,Irinotecan,O1CC2=C(C=C3N(Cc4c3nc3c(cc(OC(=O)N5CCC(N6CCCCC6)CC5)cc3)c4CC)C2=O)[C@@](O)(CC)C1=O
1200,Potassium Chloride,[K+].[Cl-]
1201,Meropenem,S([C@H]1C[C@H](NC1)C(=O)N(C)C)C=1[C@@H]([C@H]2N(C=1C(O)=O)C(=O)[C@@H]2[C@H](O)C)C
1202,Tetracycline,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)N)C(=O)c1c(cccc1O)[C@]3(O)C
1203,Clopidogrel,Clc1ccccc1[C@H](N1CCc2sccc2C1)C(OC)=O
1204,Dolasetron,O(C(=O)c1c2c([nH]c1)cccc2)C1CC2N3[C@@H](C1)CC(C2)C(=O)C3
1205,Hexachlorophene,Clc1c(Cc2c(O)c(Cl)cc(Cl)c2Cl)c(O)c(Cl)cc1Cl
1206,Tretinoin,OC(=O)C=C(C=CC=C(C=CC=1C(CCCC=1C)(C)C)C)C
1207,Ethotoin,O=C1N(CC)C(=O)NC1c1ccccc1
1208,Isoflurane,ClC(OC(F)F)C(F)(F)F
1209,Tranylcypromine,N[C@@H]1CC1c1ccccc1
1210,Epinastine,N12C(c3c(Cc4c1cccc4)cccc3)CN=C2N
1211,Prilocaine,O=C(Nc1ccccc1C)C(NCCC)C
1212,Etodolac,O1CCc2c([nH]c3c2cccc3CC)C1(CC(O)=O)CC
1213,Carbinoxamine,Clc1ccc(cc1)C(OCCN(C)C)c1ncccc1
1214,Scopolamine,O1[C@H]2[C@H]3N([C@@H]([C@@H]12)CC(OC(=O)[C@H](CO)c1ccccc1)C3)C
1215,Deferoxamine,O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C
1216,Modafinil,S(=O)(C(c1ccccc1)c1ccccc1)CC(=O)N
1217,Zileuton,s1c2c(cc1C(N(O)C(=O)N)C)cccc2
1218,Gadobenate Dimeglumine,[Gd+3].O(Cc1ccccc1)CC(N(CCN(CCN(CC(=O)[O-])CC(O)=O)CC(=O)[O-])CC(O)=O)C(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC
1219,Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
1220,Hydrocortisone,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C
1221,Riluzole,s1c2cc(OC(F)(F)F)ccc2nc1N
1222,Hetacillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)c1ccccc1
1223,Pentamidine,O(CCCCCOc1ccc(cc1)C(N)=N)c1ccc(cc1)C(N)=N
1224,Meclizine,Clc1ccc(cc1)C(N1CCN(CC1)Cc1cc(ccc1)C)c1ccccc1
1225,Esomeprazole,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2c(n1)cc(OC)cc2
1226,Naftifine,N(Cc1c2c(ccc1)cccc2)(CC=Cc1ccccc1)C
1227,Risperidone,Fc1cc2onc(c2cc1)C1CCN(CC1)CCC=1C(=O)N2C(=NC=1C)CCCC2
1228,Pralidoxime,O\N=C\c1[n+](cccc1)C
1229,Atracurium besylate,S(=O)(=O)([O-])c1ccccc1.S(=O)(=O)([O-])c1ccccc1.O(C)c1cc(ccc1OC)CC1[N+](CCc2c1cc(OC)c(OC)c2)(CCC(OCCCCCOC(=O)CC[N+]1(CCc2c(cc(OC)c(OC)c2)C1Cc1cc(OC)c(OC)cc1)C)=O)C
1230,Nateglinide,OC(=O)[C@H](NC(=O)C1CCC(CC1)C(C)C)Cc1ccccc1
1231,Thiabendazole,s1cc(nc1)-c1[nH]c2c(n1)cccc2
1232,Diphemanil Methylsulfate,S(OC)(=O)(=O)[O-].[N+]1(CCC(CC1)=C(c1ccccc1)c1ccccc1)(C)C
1233,Rocuronium,O1CCN(CC1)[C@H]1C[C@]2([C@H](C[C@@H]1O)CC[C@H]1[C@@H]3C[C@H]([N+]4(CCCC4)CC=C)[C@H](OC(=O)C)[C@]3(CC[C@@H]12)C)C
1234,Nitroglycerin,O([N+](=O)[O-])C(CO[N+](=O)[O-])CO[N+](=O)[O-]
1235,Trimipramine,N(CC(CN1c2c(CCc3c1cccc3)cccc2)C)(C)C
1236,Homatropine Methylbromide,[Br-].O(C(=O)C(O)c1ccccc1)C1CC2[N+](C(C1)CC2)(C)C
1237,Imiquimod,n1c2c(c3n(cnc3c1N)CC(C)C)cccc2
1238,Methoxamine,O(C)c1ccc(OC)cc1C(O)C(N)C
1239,Lisinopril,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN
1240,Procaine,O(C(=O)c1ccc(N)cc1)CCN(CC)CC
1241,Clodronate,ClC(Cl)(P(O)(O)=O)P(O)(O)=O
1242,Azatadine,n1c2c(CCc3c(cccc3)C2=C2CCN(CC2)C)ccc1
1243,Adefovir Dipivoxil,P(OCOC(=O)C(C)(C)C)(OCOC(=O)C(C)(C)C)(=O)COCCn1c2ncnc(N)c2nc1
1244,Norethisterone,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](O)(C#C)[C@]4(CC3)C)CCC2=C1
1245,Nedocromil,O1c2c(cc3c(N(CC)C(=CC3=O)C(O)=O)c2CCC)C(=O)C=C1C(O)=O
1246,Paroxetine,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1cc2OCOc2cc1
1247,Apomorphine,Oc1c-2c(C[C@H]3N(CCc4c3c-2ccc4)C)ccc1O
1248,Oxacillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)c1c(noc1C)-c1ccccc1
1249,Flurbiprofen,Fc1cc(ccc1-c1ccccc1)C(C(O)=O)C
1250,Diethylcarbamazine,O=C(N(CC)CC)N1CCN(CC1)C
1251,Ibandronate,P(O)(O)(=O)C(P(O)(O)=O)(O)CCN(CCCCC)C
1252,Lamivudine,S1C[C@H](O[C@H]1CO)N1C=CC(=NC1=O)N
1253,Sufentanil,s1cccc1CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC
1254,Tamsulosin,S(=O)(=O)(N)c1cc(ccc1OC)C[C@H](NCCOc1ccccc1OCC)C
1255,Delavirdine,S(=O)(=O)(Nc1cc2cc([nH]c2cc1)C(=O)N1CCN(CC1)c1ncccc1NC(C)C)C
1256,Naltrexone,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC1CC1
1257,Methazolamide,S1\C(=N/C(=O)C)\N(N=C1S(=O)(=O)N)C
1258,Amprenavir,S(=O)(=O)(N(CC(C)C)C[C@@H](O)[C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)c1ccc(N)cc1
1259,Eplerenone,O1[C@@]2(CCC1=O)CC[C@H]1[C@H]3[C@@]4(O[C@@H]4C[C@@]12C)[C@@]1(C(=CC(=O)CC1)C[C@H]3C(OC)=O)C
1260,Nicergoline,Brc1cc(cnc1)C(OC[C@@H]1C[C@@]2(OC)[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)=O
1261,Nitrofurantoin,o1c(ccc1[N+](=O)[O-])\C=N/N1CC(=O)NC1=O
1262,Tizanidine,Clc1ccc2nsnc2c1NC=1NCCN=1
1263,Ergotamine,O1[C@](NC(=O)[C@@H]2C=C3[C@H](N(C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@@H](CCC3)[C@]12O
1264,Furosemide,Clc1cc(NCc2occc2)c(cc1S(=O)(=O)N)C(O)=O
1265,Daunorubicin,O1[C@@H](C)[C@@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)C)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O
1266,Fluorescein,O1C2(c3c(cccc3)C1=O)c1c(Oc3c2ccc(O)c3)cc(O)cc1
1267,Phentolamine,Oc1cc(N(CC=2NCCN=2)c2ccc(cc2)C)ccc1
1268,Moexipril,O(C)c1cc2C[C@H](N(Cc2cc1OC)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(OCC)=O)C)C(O)=O
1269,Flurazepam,Clc1cc2c(N(CCN(CC)CC)C(=O)CN=C2c2ccccc2F)cc1
